show_id,type_id,title,date_added,release_year,rating_id,duration,description
4546,0,Paranormal Activity,"January 1, 2020",2007,5,86 min,"When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action."
4547,0,Pardes,"March 1, 2018",1997,6,187 min,"Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself."
4548,0,Pareeth Pandaari,"July 1, 2018",2017,9,109 min,"As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations."
4549,0,Passenger 57,"January 1, 2021",1992,5,84 min,Air marshal John Cutter must stop notorious terrorist Charles Rane from killing hostages on board a flight that should have delivered Rane to jail.
4550,0,Patiala House,"October 22, 2017",2011,9,140 min,"A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer."
4551,0,Patriot Games,"January 1, 2020",1992,5,117 min,CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.
4552,0,Patron Mutlu Son Istiyor,"March 10, 2017",2014,8,105 min,"Sent to a remote village to write a screenplay, Sinan finds inspiration to spare in colorful locals, farcical misadventures and the craziness of love."
4553,0,Paul Blart: Mall Cop,"November 1, 2020",2009,3,91 min,An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.
4554,0,Paulettante Veedu,"July 1, 2018",2016,6,104 min,"A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter."
4555,0,Paying Guests,"July 1, 2018",2009,6,114 min,"Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only."
4556,0,Pee Mak,"September 1, 2018",2013,8,112 min,"Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy."
4557,0,Pee-wee's Playhouse: Christmas Special,"December 18, 2014",1988,9,48 min,"Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo."
4558,0,Pekak,"August 25, 2017",2016,8,95 min,"Desperate to escape her tyrannical father, a rebellious teen befriends a deaf drug pusher who's saving up his money for cochlear implants."
4559,0,Penelope,"April 1, 2019",2006,3,89 min,"In this modern fairy tale, a young woman cursed with the nose of a pig lives her life in seclusion – until an unlikely beau stumbles onto the scene."
4560,0,People You May Know,"February 28, 2017",2016,8,108 min,The lives of several friends are thrown into chaos when a woman becomes pregnant by her husband's gay best friend after a drunken one-night stand.
4561,0,Perfect Bid: The Contestant Who Knew Too Much,"April 30, 2019",2017,8,72 min,"A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked."
4562,0,Perfect Stranger,"January 1, 2019",2007,5,109 min,Ro risks her life to discover the identity of a stranger lurking on the Internet who might hold the answers to her friend's murder.
4563,0,Personal Shopper,"February 1, 2019",2016,5,105 min,"A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home."
4564,0,Peter and the Farm,"March 9, 2017",2016,8,92 min,"His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning."
4565,0,Peter Rabbit,"August 18, 2018",2018,3,95 min,"In this mix of live action and CGI, rascally Peter Rabbit faces a tough new foe in his ongoing battle for the veggies in Mr. McGregor's garden."
4566,0,Phantom Boy,"October 1, 2017",2015,3,85 min,A boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who's terrorizing New York City.
4567,0,Philadelphia,"July 1, 2019",1993,4,126 min,Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.
4568,0,Phir Se,"January 15, 2018",2015,6,118 min,"The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London."
4569,0,Phobia 2,"September 5, 2018",2009,8,125 min,"From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology."
4570,0,Phone Swap,"September 1, 2019",2012,6,112 min,A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.
4571,0,Phullu,"December 31, 2019",2017,6,96 min,"Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins."
4572,0,Pierre Jackson,"June 29, 2019",2018,8,81 min,"In the midst of ann arduous divorce battle, a real estate tycoon opts for a life of partying and sex until feelings for his childhood friend surface."
4573,0,Pimpal,"November 15, 2018",2017,9,92 min,"As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business."
4574,0,Pitaah,"March 1, 2018",2002,8,127 min,"Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape."
4575,0,"Pizza, birra, faso","March 15, 2018",1998,8,81 min,A group of hardscrabble young thieves in Argentina decide to leave their boss and plan heists on their own.
4576,0,"Plaire, aimer et courir vite","July 13, 2019",2018,8,133 min,"When a Paris-based writer with AIDS meets a college student exploring his sexuality, romance blossoms in his waning days."
4577,1,Planet Earth: The Complete Collection,"April 22, 2015",2006,9,1 Season,This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.
4578,0,Planet Hulk,"June 1, 2020",2010,6,81 min,"When Earth's superheroes exile the volatile Incredible Hulk to a distant planet called Sakaar, the muscle-bound green monster is sold into slavery."
4579,0,Planetarium,"January 1, 2018",2016,8,108 min,"In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker."
4580,0,Platoon,"November 1, 2020",1986,5,120 min,A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.
4581,0,Playing for Time,"December 1, 2017",1980,6,149 min,"Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers."
4582,0,Pope Francis: A Man of His Word,"January 3, 2019",2018,3,96 min,"Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age."
4583,0,Popeye,"November 24, 2019",1980,3,114 min,"During a storm that wrecks his ship, super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive."
4584,0,Porto,"April 16, 2018",2016,8,77 min,"In a coastal Portuguese city, an erotic encounter ensues between an American expat and a French student, resonating through their lives years later."
4585,0,Postcards from London,"February 19, 2019",2018,8,90 min,"After being recruited to be a raconteur in London, a handsome teenager discovers he suffers from a rare condition where he faints upon seeing fine art."
4586,0,Power Rangers Super Megaforce: The Legendary Battle (Extended),"January 1, 2016",2014,11,55 min,"New footage augments the tale of the Rangers, who give their all to save Earth from Vrak and Emperor Mavro, as the Armada stages an epic final attack."
4587,0,Power Rangers: Megaforce: The Robo Knight Before Christmas,"January 1, 2016",2013,11,24 min,Robo Knight learns the meaning of Christmas from a group of children when he is mistaken for a donated Christmas toy and is shipped to a foreign land.
4588,0,Prague,"December 1, 2017",2013,8,106 min,The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague.
4589,0,Premachi Goshta,"February 15, 2018",2013,6,127 min,"A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office, with unexpected results."
4590,0,Prescription Thugs,"April 15, 2016",2015,2,86 min,A documentarian uses his own family's experiences as a springboard to explore the ethical issues surrounding the FDA and pharmaceutical industry.
4591,0,Primal Fear,"December 1, 2019",1996,5,131 min,"When a blood-spattered altar boy is found running from a murder scene, his conviction seems certain – but his attorney is determined to win the case."
4592,0,Prince Charming,"August 31, 2018",1984,6,93 min,"Two young buddies seek love in Hawaii, and upon returning home in disappointment, soon entangle themselves in a messy identity swap."
4593,0,Princess Cyd,"February 5, 2018",2017,8,97 min,A teenager moves to Chicago for the summer and finds a poignant mentor in her aunt and a sweet love interest in a girl who works in the neighborhood.
4594,0,Professor Mack,"August 6, 2019",2018,8,84 min,"When a confident college professor is courted by four eligible and well-established men, she struggles to decide who she likes the best."
4595,0,Prosecuting Evil: The Extraordinary World of Ben Ferencz,"June 1, 2019",2019,8,83 min,"A gripping profile of Ben Ferencz, the last surviving lead prosecutor at the Nuremberg trials whose lifelong desire for justice altered the rule of law."
4596,0,Pukar,"March 1, 2018",2000,6,165 min,A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.
4597,0,Pulp Fiction,"January 1, 2019",1994,5,154 min,"This stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer."
4598,0,Punjab 1984,"November 1, 2017",2014,6,158 min,"During a time of political turmoil, a mother goes on a journey in search of her missing son, who has been misjudged and labeled a terrorist."
4599,0,Pusher,"December 27, 2017",2012,5,89 min,"In this remake of a 1996 Danish thriller, a drug pusher incurs his suppliers' wrath when he gets busted and is left without the money he owes."
4600,0,Pyaar Ka Punchnama,"May 1, 2017",2011,6,149 min,Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
4601,0,Quantum of Solace,"August 31, 2020",2008,4,106 min,"Picking up an hour after the events of 2006's Casino Royale, this James Bond adventure finds 007 tracking a traitor who's infiltrated Britain's MI6."
4602,0,Queen of the Desert,"April 6, 2019",2015,4,128 min,"Driven beyond the bounds of convention, adventurer Gertrude Bell leaves turn-of-the-century Britain behind for the deserts of the Middle East."
4603,0,R.L. Stine's Mostly Ghostly,"August 1, 2018",2008,3,98 min,"After discovering a pair of young ghosts, a nebbish 11-year-old agrees to help the sibling spirits solve the mystery surrounding their demise."
4604,0,Race to Witch Mountain,"July 1, 2019",2009,3,99 min,A sister and brother with special powers are on the run from a mysterious organization that wants to take advantage of the siblings' gifts.
4605,0,Rachel Getting Married,"September 1, 2019",2008,5,113 min,Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.
4606,0,Radiopetti,"January 1, 2017",2015,9,83 min,"An elderly, hearing-impaired Indian man stays connected to the world of the past through the beloved valve radio he has owned since childhood."
4607,0,Raging Bull,"October 1, 2019",1980,5,129 min,"This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons."
4608,0,Rahasya,"March 1, 2018",2015,6,117 min,"The murder of a teenage girl found dead in her bedroom opens up a twisted investigation that leads into a dark, murky labyrinth of secrets and lies."
4609,0,Railroad Tigers,"August 19, 2017",2016,6,124 min,"During World War II, a Chinese railroad worker leads a group of brave resistance fighters against the forces of Japanese occupation."
4610,0,Raja Hindustani,"May 1, 2017",1996,6,177 min,"When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities."
4611,0,Rajnigandha,"December 31, 2019",1974,9,104 min,"A grad student leaves her boyfriend in Delhi for a job interview in Mumbai, where she reconnects with an old flame for whom she still has feelings."
4612,0,Ralph Breaks the Internet: Wreck-It Ralph 2,"June 11, 2019",2018,3,113 min,"When video-game bad guy Ralph and best friend Vanellope discover a way onto the internet, they set off on a mission to save her broken game."
4613,0,Ram Teri Ganga Maili,"December 31, 2019",1985,6,178 min,"Abandoned by her new husband and father of her son, a mountain woman journeys to Calcutta to find him, constantly tested by social evils along the way."
4614,0,Ramen Shop,"July 31, 2019",2018,9,90 min,Ramen chef Masato travels to Singapore to retrace his mother's life and finds a deeper understanding of his family history and culture.
4615,0,Ramji Londonwaley,"December 31, 2019",2005,6,154 min,"A small-town cook moves to London to earn a living, but from his employer’s sudden death to the immigration officials on his trail, plans soon go sour."
4616,0,Rampant,"May 26, 2019",2018,8,122 min,"When Prince Lee Cheong returns to Joseon after his brother’s death, he finds the kingdom plagued by deadly creatures – but they’re not the only threat."
4617,0,Ranbhool,"March 15, 2018",2010,8,115 min,"Believing himself to be God's envoy, a troubled young man embarks on a killing spree as his passion for music becomes a psychotic obsession."
4618,0,Rangreza,"August 1, 2018",2017,6,126 min,"A high-flying rock star and son of a politician falls for a woman from a qawwal family, leading to a love triangle that may consume everyone involved."
4619,0,Reaction,"June 20, 2019",2011,6,99 min,"When a series of seemingly random people are murdered, baffled police search for a killer who may have a connection to them all."
4620,0,Ready,"October 22, 2017",2011,9,144 min,"Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy."
4621,0,Rebel Without a Cause,"November 1, 2019",1955,4,111 min,"When Jim Stark arrives in a new town with his troubled past firmly in tow, he quickly falls for the girl next door and befriends the vulnerable Plato."
4622,0,Recall,"June 25, 2019",2018,8,73 min,"Struggling to move on from a heartbreaking loss, Mikey is drawn into a dangerous underworld robbery orchestrated by his unreliable stepbrother Dale."
4623,0,Red Christmas,"December 11, 2017",2016,8,81 min,A family Christmas gathering at an isolated Australian estate turns into the holiday from hell after a mysterious stranger turns up at the door.
4624,0,Red Dawn,"December 31, 2019",1984,4,114 min,A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.
4625,0,Red Oleanders Raktokarobi,"September 15, 2018",2017,6,112 min,"When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives."
4626,0,Red Trees,"March 24, 2018",2017,9,80 min,"A documentarian details her Jewish family's escape from Nazi-occupied Prague to refuge in Brazil, where her father built a life as an architect."
4627,0,Regatta,"May 9, 2019",2015,8,100 min,Inside one of Cairo's most impoverished areas exists a place where criminals control everything and everyone.
4628,0,Reincarnated,"June 13, 2016",2012,5,96 min,"Vice magazine's Andy Capper follows rapper Snoop Dogg on a pilgrimage to Jamaica, where he rechristens himself Snoop Lion, a reggae artist."
4629,0,Rembat,"August 21, 2017",2015,9,88 min,"Two huge soccer fans must go on a rambunctious road trip to fix a big match between Malaysia and Thailand, or they'll draw the ire of a loan shark."
4630,0,Remember,"July 26, 2018",2015,5,95 min,"Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz."
4631,0,Remember Me,"August 1, 2020",2010,4,112 min,"Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain."
4632,0,Rememory,"June 1, 2020",2017,4,112 min,"A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers."
4633,0,Resident Evil: Afterlife,"January 1, 2020",2010,5,97 min,"The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap."
4634,0,Residente,"January 1, 2018",2017,8,97 min,The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.
4635,0,Restless Creature: Wendy Whelan,"September 26, 2017",2016,8,94 min,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life."
4636,0,Return To The 36th Chamber,"August 16, 2018",1980,5,97 min,"When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks."
4637,0,Revelations,"March 1, 2017",2016,2,118 min,"After four years together, a husband and wife become entangled in secret, sexually charged relationships that threaten to unravel their marriage."
4638,0,Revenge of the Green Dragons,"July 21, 2018",2014,5,95 min,"In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill."
4639,1,Revolting Rhymes,"February 1, 2018",2017,9,1 Season,Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.
4640,0,Revolutionary Road,"November 1, 2019",2008,5,120 min,"April and Frank's marriage unravels when a plan to change their ""perfect"" lives becomes their last hope to escape lives engulfed in emptiness."
4641,0,Rezeta,"December 3, 2016",2012,2,84 min,"Gorgeous and free-spirited Albanian model Rezeta arrives in Mexico City, and soon uses her charms to take up a carefree new life in the metropolis."
4642,0,Righteous Kill,"June 1, 2019",2008,5,101 min,"Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars."
4643,0,Ringan,"May 1, 2018",2015,6,103 min,"Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother."
4644,0,Rise of the Zombie,"December 15, 2017",2013,8,83 min,"A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations."
4645,0,Rivaaz,"November 1, 2017",2011,8,107 min,"In a village where girls are auctioned off rather than married, a man falls in love with a girl who is about to face the bidders."
4646,0,Road to Sangam,"December 31, 2019",2010,6,136 min,"As communal violence erupts in his neighborhood, a Muslim mechanic presses forward to repair a historic truck that will transport Gandhi’s last remains."
4647,0,Road to Yesterday,"July 1, 2016",2015,6,96 min,"Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord."
4648,0,Roberto Saviano: Writing Under Police Protection,"May 1, 2018",2016,6,45 min,"Italian TV host Pif revisits Roberto Saviano, who's been living under protection since publishing ""Gomorrah,"" his exposé on organized crime in Naples."
4649,0,Robin Hood: The Rebellion,"May 1, 2019",2018,6,92 min,"When the Sheriff of Nottingham takes his beloved captive, Robin Hood embarks on a daring rescue mission at the tyrant's castle."
4650,0,Rocky,"August 1, 2019",1976,3,120 min,"Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt."
4651,0,Rocky II,"August 1, 2019",1979,3,119 min,"Featuring a rousing climax, this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed."
4652,0,Rocky III,"August 1, 2019",1982,3,100 min,"After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form."
4653,0,Rocky IV,"August 1, 2019",1985,3,92 min,"Rocky Balboa takes on the Cold War, coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival, Apollo Creed."
4654,0,Rocky V,"August 1, 2019",1990,4,104 min,"Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer."
4655,0,Roger Corman's Death Race 2050,"January 17, 2017",2017,5,93 min,"In this dystopian sequel, kills equal points in a violently gory annual cross-country road race sponsored by the United Corporations of America."
4656,0,Roh's Beauty,"April 19, 2019",2014,8,98 min,"Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner."
4657,0,Romeo Ranjha,"November 1, 2017",2014,6,122 min,"Two common boys travel from India to Thailand to find success and money, enjoying their friendship and finding ways to cheat the cheats."
4658,0,Room,"July 19, 2018",2015,5,118 min,"Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape."
4659,0,Room for Rent,"March 1, 2019",2017,8,89 min,"To save his parents’ home, a lottery-squandering 32-year-old man sublets a room to a disarmingly creepy tenant."
4660,0,Room on the Broom,"July 1, 2019",2012,11,26 min,"A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin."
4661,0,Rosemary's Baby,"November 1, 2019",1968,5,137 min,"A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger."
4662,0,Rounders,"November 1, 2019",1998,5,121 min,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days."
4663,1,Royal Pains," May 18, 2017",2016,9,8 Seasons,Dr. Hank Lawson unexpectedly gets a career upgrade as a freelance physician treating New York's aristocratic upper crust in their posh Hamptons homes.
4664,0,Rukh,"April 1, 2018",2017,8,103 min,"Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths."
4665,0,Rumble,"September 15, 2017",2016,8,92 min,"An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob."
4666,0,Rumble in the Bronx,"November 1, 2019",1995,5,89 min,"During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop."
4667,0,Rumor Has It,"August 1, 2019",2005,4,97 min,"When Sarah travels to California for her sister's wedding, she hears a rumor that her family was the real-life inspiration for ""The Graduate."""
4668,0,Run,"March 1, 2018",2004,6,134 min,Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.
4669,0,Runaway Bride,"December 1, 2020",1999,3,116 min,"Sparks fly when a newspaper columnist writes a one-sided, sexist story about a commitment-phobic bride who abandoned three men at the altar."
4670,0,Running for Grace,"June 19, 2019",2018,6,110 min,"In 1920s Hawaii, a young man of mixed race and the daughter of a white plantation owner must overcome racial and class prejudice to be together."
4671,0,Running Out Of Time,"August 1, 2019",2018,6,88 min,"Held hostage by men searching for a secret her late husband left behind, a recent widow and her family race against time to find a way out."
4672,0,Russell Madness,"May 10, 2015",2015,3,93 min,"A spunky terrier named Russell with serious wrestling chops becomes a sports phenomenon with the help of his coach, a monkey named Hunk."
4673,0,Russell Peters: Notorious,"October 14, 2013",2013,2,72 min,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia."
4674,0,Rustom,"January 6, 2017",2016,6,141 min,"A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder."
4675,0,S.W.A.T.,"January 1, 2021",2003,4,117 min,"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal."
4676,0,Saath Saath,"December 31, 2019",1982,6,118 min,"A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry."
4677,0,Sadece Sen,"March 10, 2017",2014,8,105 min,"An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both."
4678,0,Sadie's Last Days on Earth,"August 22, 2017",2016,6,94 min,"High schooler Sadie Mitchell believes the world is about to end – literally. Before it does, she sets out to kiss a boy and win back her best friend."
4679,0,Sadma,"December 31, 2019",1983,6,137 min,"After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior."
4680,1,Sadqay Tumhare,"December 15, 2016",2014,9,1 Season,"An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance."
4681,0,Saeed Mirza: The Leftist Sufi,"May 1, 2017",2016,8,61 min,This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.
4682,0,Safety Not Guaranteed,"August 13, 2020",2012,5,86 min,"A team of journalists are sent to find out who's behind a classified ad seeking a companion for time travel, then must decide how to approach him."
4683,0,Saheb Bibi Golaam,"January 1, 2017",2016,8,118 min,"A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata."
4684,0,Sairat,"April 1, 2018",2016,6,173 min,"When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village."
4685,0,Sakhi,"February 15, 2018",2007,9,152 min,"Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship."
4686,0,Salem: His Sister's Father,"June 22, 2019",2014,6,99 min,"A street vendor's simple life is turned upside down after the Egyptian revolution of 2011, forcing him to contend with criminals and cops alike."
4687,0,Samantaral,"September 15, 2018",2017,8,110 min,"On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years."
4688,0,Samarppanam,"March 1, 2018",2017,9,116 min,"When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers."
4689,0,Sameer Abu Alneel,"June 6, 2019",2013,6,107 min,"Disliked for his stinginess, Samir finds his life turned upside down when he receives a windfall and launches a television channel."
4690,0,Samson,"December 14, 2018",2018,4,109 min,The Biblical story of Samson becomes this sword-and-sandals epic about an Israelite warrior whose God-given brawn is undone by a beautiful temptress.
4691,0,Sanai Choughade,"January 1, 2018",2008,6,122 min,"In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done."
4692,0,Sangam,"December 31, 2019",1964,6,228 min,"Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend."
4693,0,Santa Claws,"November 17, 2017",2014,9,86 min,"When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time."
4694,0,Santa's Apprentice,"December 20, 2015",2010,7,72 min,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus."
4695,0,Sarah's Key,"September 21, 2019",2010,4,102 min,"Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him."
4696,0,Sardaar ji,"December 1, 2017",2015,6,140 min,"When a palatial wedding venue turns out to be haunted, one of the families hosting the wedding hires a fearless Sikh to deal with the ghost."
4697,0,Sardaarji 2,"October 15, 2017",2016,9,145 min,A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.
4698,0,Sarivar Sari,"February 15, 2018",2005,6,126 min,"Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract."
4699,0,Sarvopari Palakkaran,"July 1, 2018",2017,6,133 min,"In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews."
4700,0,Sat Sri Akal,"January 30, 2019",2008,6,141 min,"Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes."
4701,0,Satan & Adam,"June 1, 2019",2018,8,78 min,An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.
4702,0,Satrangi Re,"March 15, 2018",2012,6,150 min,"Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity."
4703,0,Satte Pe Satta,"December 31, 2019",1982,6,153 min,"The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example."
4704,0,Saturday Church,"October 6, 2020",2017,8,83 min,A teen struggling with gender identity and family tensions seeks hope and support in New York City's underground LGBTQ ballroom community.
4705,0,Savage Dog,"November 1, 2017",2017,8,95 min,A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.
4706,0,Savage Raghda,"June 13, 2019",2018,8,93 min,"Desperate to support his son, a single father uses his talent with makeup to dress up as a woman to try out for a part in a commercial."
4707,0,Saving Mr. Banks,"March 2, 2019",2013,4,126 min,"When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack."
4708,0,Saving Zoë,"January 15, 2020",2019,5,95 min,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.
4709,0,Say When,"July 19, 2018",2014,5,99 min,"Desperately clinging to her youth, 28-year-old Megan tells her boyfriend she's attending a career seminar but hangs out with a teenage friend instead."
4710,0,Scales: Mermaids Are Real,"January 23, 2020",2017,3,93 min,A seemingly ordinary girl learns she will turn into a mermaid on her 12th birthday and be forced to leave her life on land behind.
4711,0,Scandal in Sorrento,"November 13, 2020",1955,9,93 min,"When a marshal moves back to his hometown, he finds a woman renting his property who refuses to leave but soon captures his affection."
4712,0,Scary Movie,"January 1, 2020",2000,5,88 min,"The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie."
4713,0,Scary Movie 5,"August 12, 2020",2013,4,88 min,"Taking aim at not only the horror genre but also films like ""Black Swan"" and ""Inception,"" ""Scary Movie 5"" widens the franchise's scope of mockery."
4714,0,Schindler's List,"April 1, 2018",1993,5,195 min,"Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II."
4715,0,School Daze,"November 1, 2020",1988,5,120 min,"At a Historically Black College, a student activist and his cousin pledging a fraternity navigate social divides amid parties, protests and conflicts."
4716,0,Scooby-Doo on Zombie Island,"December 15, 2019",1998,9,77 min,"When Daphne's TV show does a segment on real monsters, the gang fires up the Mystery Machine and heads to Moonscar Island, where zombies await."
